Level ID, Passable Space, Impassable Space, Playble Space Size, Unreachable Space Count, Unreachable Space Size,Room Count, Average Room Size, Biggest Room Size, Smallest Room Size, Decisions Per Room,Corridor Count, Average Corridor Size, Biggest Corridor Size, Smallest Corridor Size
0,3916,6084,1654,11,2262,20,175.3,995,6,1.1,11,37.27273,128,12
1,4728,5272,3884,5,844,10,460,3284,8,0.8,4,32,57,15
2,3979,6021,2541,11,1438,26,128.4231,634,6,1.307692,17,37.64706,69,13
3,4451,5549,4085,7,366,17,240.2353,3304,6,1,9,40.77778,89,4
4,3391,6609,1741,14,1650,23,138.5217,1400,6,0.6086956,7,29.28572,50,13
5,3221,6779,1853,12,1368,19,156.9474,1287,3,0.5789474,5,47.8,93,22
6,3971,6029,3094,9,877,26,132.1923,793,1,1.538462,19,28.10526,72,6
7,3945,6055,3681,7,264,18,205.3333,1551,6,1.277778,12,20.75,41,6
8,4324,5676,1494,11,2830,24,162.3333,1147,12,1.166667,14,30.57143,76,4
9,3872,6128,1522,15,2350,24,145.5417,1105,6,0.625,8,47.375,109,8
10,3900,6100,1559,10,2341,21,164.1905,1119,6,0.952381,9,50.22222,151,12
11,3635,6365,1422,11,2213,18,189.2778,1185,9,0.7777778,7,32.57143,77,8
12,4143,5857,1529,10,2614,16,246.0625,1147,12,0.5625,5,41.2,66,6
13,4119,5881,2852,9,1267,22,164.7273,1384,12,1.227273,13,38.07692,74,12
14,3539,6461,2809,10,730,29,99.03448,433,12,1.172414,16,41.6875,117,8
15,4362,5638,3492,10,870,17,244.9412,1089,6,0.8235294,7,28.28572,46,13
16,3483,6517,1026,13,2457,20,158.9,797,6,0.6,5,61,154,13
17,4042,5958,1379,12,2663,22,167.5,1056,16,0.8636364,10,35.7,90,4
18,4789,5211,2615,6,2174,18,251.5556,1330,6,1.222222,11,23.72727,89,6
19,4436,5564,2264,9,2172,15,278.5333,1929,6,0.6666667,4,64.5,220,8
20,4567,5433,3592,12,975,22,196.0909,1215,6,1.090909,11,23,72,8
21,3867,6133,1510,13,2357,30,112.5667,756,6,1.166667,17,28.82353,98,6
22,4578,5422,3955,6,623,25,156.92,698,5,1.72,22,29.77273,73,6
23,3218,6782,900,17,2318,23,135.8261,593,12,0.4347826,5,18.8,34,8
24,5018,4982,4107,3,911,10,482.6,3991,17,1.3,7,27.42857,53,4
25,4520,5480,2010,8,2510,17,244.1176,1142,6,1.117647,10,37,60,8
26,3713,6287,2673,6,1040,16,204.0625,1636,1,1.375,11,40.72727,84,6
27,4966,5034,4847,4,119,16,292.3125,1971,12,1.5625,13,22.23077,51,8
28,3301,6699,1709,12,1592,21,144.5714,643,12,0.8095238,9,29.44444,62,5
29,4301,5699,2824,9,1477,15,276.3333,2314,6,0.6,4,39,53,16
30,4226,5774,2641,8,1585,15,264.0667,2045,9,0.8666667,6,44.16667,72,26
31,3095,6905,975,17,2120,28,101,975,6,0.6785714,8,33.375,57,12
32,4531,5469,3484,8,1047,20,201,2374,6,1.15,11,46.45454,120,13
33,2681,7319,1598,18,1083,27,88.14815,470,6,0.7777778,10,30.1,52,12
34,4593,5407,2006,8,2587,18,239.2778,1127,11,1.055556,10,28.6,76,6
35,3791,6209,2089,7,1702,17,202.0588,1566,8,1,9,39.55556,116,8
36,3880,6120,3272,10,608,24,142.25,1722,8,1.208333,14,33.28571,85,11
37,4674,5326,2577,12,2097,19,228.3158,1415,6,0.6315789,6,56,104,16
38,4147,5853,2378,6,1769,16,245.25,916,10,1.125,9,24.77778,51,13
39,4461,5539,4302,6,159,18,223.5556,2700,6,1.333333,11,39.72727,92,7
40,3967,6033,2009,10,1958,19,189.7368,1141,6,0.7894737,7,51.71429,77,36
41,4153,5847,3780,6,373,13,304.1538,2496,1,0.9230769,6,33.16667,53,13
42,4569,5431,3897,6,672,12,371.4167,2773,12,0.75,5,22.4,38,8
43,3998,6002,1264,10,2734,21,173.6667,927,12,1,11,31.90909,76,15
44,4077,5923,3201,12,876,26,142.7308,811,5,0.9615384,12,30.5,58,6
45,4128,5872,3024,9,1104,20,182.6,1923,12,1.05,10,47.6,118,4
46,3729,6271,1042,10,2687,20,169.4,842,9,0.95,10,34.1,96,4
47,4364,5636,3521,6,843,24,150.5,617,13,1.75,21,35.80952,123,6
48,4734,5266,4379,2,355,11,379.4546,3430,7,1.727273,9,62.22222,158,13
49,3735,6265,923,11,2812,21,165.5714,567,7,0.9047619,9,28.66667,50,11
50,4057,5943,2323,16,1734,26,140.3462,1613,6,0.7307692,9,45.33333,122,13
51,3674,6326,2161,13,1513,19,179.5789,1093,6,0.5263158,5,52.4,73,23
52,4147,5853,2915,10,1232,16,250.75,2497,12,0.5625,5,27,50,8
53,3877,6123,3073,7,804,17,202,1699,6,1.117647,10,44.3,109,8
54,4357,5643,2314,9,2043,19,211.0526,1219,1,1,9,38.55556,90,6
55,3969,6031,2985,13,984,26,140.7308,1515,6,0.8846154,12,25.83333,81,8
56,4077,5923,2913,14,1164,23,166.4783,979,12,0.7826087,9,27.55556,127,8
57,3862,6138,1743,13,2119,22,163.5909,530,12,0.8181818,9,29.22222,57,9
58,3908,6092,1764,13,2144,22,169.3182,1146,14,0.7272727,8,22.875,37,15
59,3573,6427,1745,10,1828,22,146.6818,1168,6,1,12,28.83333,74,5
60,3688,6312,1789,7,1899,15,222.5333,1745,6,1.066667,8,43.75,129,8
61,4085,5915,3697,7,388,17,221.1176,849,8,1.352941,12,27.16667,74,8
62,4555,5445,3852,2,703,21,194.8095,1553,6,1.47619,14,33.14286,89,4
63,4308,5692,3178,11,1130,19,218.3684,2744,12,0.7368421,7,22.71428,51,8
64,3359,6641,1031,13,2328,21,144.8095,640,6,0.8095238,8,39.75,112,8
65,4331,5669,2768,7,1563,15,268.2667,2049,6,1.2,9,34.11111,72,11
66,4364,5636,3726,9,638,23,171.1739,1105,6,1.26087,14,30.5,75,6
67,3521,6479,1042,10,2479,19,162.3158,628,6,0.8421053,9,48.55556,128,6
68,4903,5097,4588,5,315,18,253.7778,2618,6,1.666667,15,22.33333,54,5
69,4404,5596,4259,3,145,18,219.6667,1293,6,1.777778,14,32.14286,95,12
70,3746,6254,2225,10,1521,18,196.3333,965,17,1,9,23.55556,63,8
71,4209,5791,3827,9,382,20,193.4,2055,16,1.15,11,31,67,8
72,3839,6161,1752,10,2087,17,208.3529,1126,12,0.7058824,6,49.5,135,13
73,3452,6548,2930,11,522,25,119.84,536,1,1.2,13,35.07692,150,11
74,4034,5966,2325,12,1709,19,202.6316,2197,6,0.5789474,5,36.8,64,18
75,4972,5028,3955,5,1017,17,270.2353,2211,8,1.235294,10,37.8,95,8
76,2875,7125,937,13,1938,19,142.1579,529,7,0.4736842,4,43.5,108,8
77,3846,6154,1382,13,2464,19,192.8421,1037,6,0.6315789,7,26,43,8
78,4201,5799,3757,9,444,22,175.9545,1284,1,1.090909,13,25.38461,66,6
79,5061,4939,4317,2,744,14,332,3086,6,1.428571,9,45.88889,118,15
80,3261,6739,1433,17,1828,27,107.4074,1133,6,0.6296296,8,45.125,110,13
81,3950,6050,1839,10,2111,21,173.1429,1325,5,0.8571429,8,39.25,132,13
82,4480,5520,4160,5,320,18,227.0556,1949,6,1.666667,15,26.2,74,4
83,3975,6025,2207,8,1768,24,140.25,847,6,1.25,15,40.6,91,8
84,4042,5958,3517,6,525,17,219.9412,1578,10,1.058824,9,33.66667,83,4
85,4158,5842,1973,6,2185,21,175.5714,1062,9,1.428571,14,33.64286,106,4
86,4185,5815,2367,10,1818,19,204.4737,1767,6,0.8421053,8,37.5,102,8
87,4195,5805,2507,10,1688,13,317.7692,2414,10,0.3846154,3,21.33333,35,8
88,3477,6523,1741,9,1736,20,156.25,605,7,1.2,12,29.33333,59,11
89,3653,6347,1702,11,1951,16,218.125,1396,12,0.5625,5,32.6,52,6
90,4246,5754,1644,12,2602,27,138.4074,1387,6,1.037037,14,36.35714,88,8
91,3928,6072,1477,13,2451,20,185.65,1143,6,0.6,6,35.83333,99,8
92,4466,5534,3656,7,810,14,299.5714,1494,12,0.8571429,6,45.33333,102,20
93,4276,5724,2228,5,2048,15,272.4667,1301,6,1.133333,8,23.625,50,8
94,4040,5960,2548,11,1492,21,173.2381,1700,6,0.7619048,7,57.42857,110,28
95,3955,6045,2117,11,1838,15,259,1827,22,0.4,3,23.33333,29,20
96,4279,5721,1973,7,2306,18,224,1001,5,1,9,27.44444,62,8
97,4203,5797,3743,8,460,14,282.4286,1347,6,1.285714,9,27.66667,73,8
98,4509,5491,2082,10,2427,18,242.2222,1525,12,0.8333333,8,18.625,31,4
99,4491,5509,1367,10,3124,17,246,817,13,0.9411765,8,38.625,90,13
100,4226,5774,2513,8,1713,13,314.9231,2310,16,0.5384616,3,44,56,35
101,3009,6991,992,13,2017,24,113.125,428,7,0.75,8,36.75,109,8
102,3837,6163,1921,11,1916,23,153.4783,1366,14,0.9565217,11,27.90909,53,8
103,4104,5896,1953,9,2151,21,172.0952,664,7,1.095238,11,44.54546,128,13
104,3024,6976,1128,16,1896,26,100.5,562,10,0.6923077,8,51.375,80,22
105,3913,6087,3119,7,794,17,213.4118,726,12,1.352941,11,25.90909,61,8
106,4569,5431,2182,7,2387,15,287,1226,5,1.333333,11,24,73,4
107,3835,6165,3197,11,638,19,187.2632,1415,12,0.7894737,7,39.57143,96,6
108,4108,5892,955,9,3153,16,242.625,726,6,0.8125,7,32.28571,132,8
109,5039,4961,4653,9,386,19,248.3158,2162,6,0.9473684,9,35.66667,94,8
110,4061,5939,2206,8,1855,20,186.55,1333,8,1.05,11,30,96,4
111,2793,7207,1103,18,1690,28,88.89286,378,12,0.6428571,9,33.77778,73,13
112,3819,6181,1890,15,1929,22,160.7727,1478,6,0.6363636,7,40.28571,125,8
113,4073,5927,3674,8,399,22,162.6818,1270,1,1.181818,13,38,98,13
114,3515,6485,1249,9,2266,22,147.0909,620,12,1.045455,12,23.25,43,8
115,4078,5922,3183,9,895,18,205.8889,1417,6,1.166667,10,37.2,64,11
116,4299,5701,2419,6,1880,14,291,1648,16,1.214286,8,28.125,66,8
117,4461,5539,4109,7,352,17,245.0588,1825,12,1.176471,10,29.5,79,11
118,2468,7532,688,14,1780,25,84.44,434,6,0.68,7,51,97,34
119,4443,5557,3331,11,1112,21,196.2381,1658,6,0.952381,10,32.2,69,4
120,4888,5112,3357,8,1531,16,292.3125,2816,12,0.8125,7,30.14286,58,8
121,3179,6821,2122,16,1057,22,135.3636,568,1,0.4545455,5,40.2,84,11
122,3623,6377,1728,13,1895,30,102.2333,558,12,1.066667,15,37.06667,116,13
123,4042,5958,3481,9,561,22,166.1818,1346,6,1.227273,12,32.16667,94,8
124,5058,4942,4722,8,336,19,250.7368,1519,6,1.263158,13,22.61539,56,4
125,4113,5887,3333,8,780,17,230,2402,12,0.9411765,8,25.375,38,13
126,3173,6827,873,17,2300,24,120.125,696,9,0.5416667,6,48.33333,145,9
127,4633,5367,4299,6,334,16,264.625,1288,6,1.625,13,30.69231,79,8
128,4369,5631,2470,5,1899,21,187.0952,986,12,1.571429,17,25.88235,66,8
129,5159,4841,4025,5,1134,16,296.125,1606,7,1.5625,13,32.38462,68,8
130,3903,6097,2770,11,1133,21,168.0952,903,11,0.8571429,10,37.3,123,4
131,3840,6160,2157,10,1683,22,161.9545,850,17,1.045455,11,25.18182,70,7
132,3971,6029,1171,13,2800,26,132.8846,650,6,1.153846,15,34.4,60,8
133,3928,6072,2646,9,1282,20,182.3,1101,7,1.05,11,25.63636,109,6
134,4000,6000,3065,11,935,20,181.4,1644,6,0.95,10,37.2,133,4
135,4826,5174,4665,5,161,17,263.1176,1983,6,1.352941,10,35.3,115,8
136,3892,6108,3481,8,411,19,185.5263,1764,12,1.315789,12,30.58333,61,8
137,4736,5264,3169,6,1567,21,203.4762,773,10,1.428571,15,30.86667,69,6
138,3664,6336,1828,11,1836,22,153.1364,1134,6,0.8181818,9,32.77778,46,8
139,3955,6045,3260,6,695,16,234.1875,964,1,1.1875,9,23.11111,46,10
140,4218,5782,3234,10,984,20,197.4,1264,6,0.85,8,33.75,100,8
141,3599,6401,1545,17,2054,24,141.0417,1467,6,0.5,6,35.66667,90,8
142,4118,5882,1662,11,2456,20,193.55,1579,6,0.8,8,30.875,63,11
143,3128,6872,1443,15,1685,22,134.4091,587,12,0.6363636,7,24.42857,51,13
144,4265,5735,4004,9,261,21,184.7143,1441,6,1.285714,12,32.16667,57,8
145,3799,6201,1844,9,1955,19,178.0526,1154,6,0.8421053,7,59.42857,191,9
146,4116,5884,1866,10,2250,17,231.0588,1007,13,0.7058824,6,31.33333,59,13
147,3671,6329,1939,16,1732,19,192,1720,12,0.2105263,2,11.5,17,6
148,3935,6065,2539,12,1396,19,191.5789,949,6,0.8947368,8,36.875,109,8
149,4050,5950,3547,8,503,18,202.2778,1843,12,1.055556,8,51.125,130,18
150,3928,6072,3404,9,524,19,190.5263,1199,6,0.8947368,8,38.5,86,13
151,4292,5708,2961,9,1331,17,243.4118,2176,6,0.8823529,7,22,35,8
152,3774,6226,2509,11,1265,19,182.3158,1713,6,0.7894737,8,38.75,114,6
153,4232,5768,2271,6,1961,13,299.6923,1229,6,1.153846,7,48,132,8
154,3479,6521,1115,17,2364,21,160.5714,706,12,0.2380952,3,35.66667,76,8
155,4117,5883,2793,7,1324,15,256.3333,1019,6,0.9333333,6,45.33333,93,13
156,4213,5787,2749,13,1464,29,129.7931,828,6,0.9655172,13,34.53846,99,10
157,3101,6899,1381,19,1720,36,69.75,577,4,0.8333333,14,42.14286,112,8
158,4800,5200,4391,5,409,12,376.9167,3668,9,1.166667,7,39.57143,92,14
159,4694,5306,3612,5,1082,20,212.05,890,19,1.45,15,30.2,100,6
160,4760,5240,4011,5,749,16,275.375,2511,10,1.25,10,35.4,85,12
161,3827,6173,2394,9,1433,24,146.7083,697,11,1.125,12,25.5,38,5
162,3056,6944,956,18,2100,32,78.40625,625,6,0.71875,10,54.7,170,15
163,3096,6904,1341,15,1755,23,113.8261,831,8,0.6521739,7,68.28571,110,18
164,3372,6628,2135,12,1237,23,125.4348,1277,6,0.9130435,10,48.7,149,13
165,3066,6934,731,18,2335,30,92.5,401,12,0.7,10,29.1,53,8
166,4688,5312,3988,5,700,16,269,3405,6,1.25,10,38.4,65,13
167,4434,5566,3842,7,592,21,192.6667,2074,10,1.333333,15,25.86667,82,6
168,4187,5813,1917,8,2270,19,202.8947,1371,10,1,10,33.2,57,8
169,3369,6631,1416,14,1953,24,128.0833,1198,12,0.7083333,8,36.875,104,15
170,4577,5423,4416,5,161,20,210.15,1574,6,1.5,15,24.93333,77,8
171,3916,6084,1789,10,2127,16,231.75,947,29,0.625,5,41.6,79,21
172,3696,6304,2801,12,895,30,110.2333,842,6,1,16,24.3125,52,8
173,4332,5668,3038,7,1294,20,195.6,1400,6,1.35,12,35,59,8
174,4351,5649,3098,8,1253,19,209.5263,2303,6,1.052632,9,41.11111,147,13
175,3496,6504,1849,8,1647,20,155.7,609,6,1.1,11,34.72727,105,6
176,3728,6272,1335,10,2393,17,208.2353,692,6,0.8235294,7,26.85714,47,17
177,4312,5688,3813,5,499,16,239.1875,2768,7,1.5,13,37.30769,106,6
178,3251,6749,1439,15,1812,22,141.4545,1368,1,0.6363636,7,19.85714,43,8
179,3754,6246,2815,18,939,25,139.08,838,12,0.68,8,34.625,66,12
180,3428,6572,1642,12,1786,28,111.1429,639,6,0.9642857,12,26.33333,91,8
181,4122,5878,1942,7,2180,14,277.2143,1253,6,0.8571429,6,40.16667,100,13
182,3482,6518,1114,16,2368,23,144.1304,923,1,0.5217391,6,27.83333,58,8
183,4604,5396,2789,6,1815,17,247.2353,1779,6,1.176471,9,44.55556,111,12
184,4403,5597,2578,7,1825,13,329,2322,12,0.9230769,6,21,29,12
185,3767,6233,2165,12,1602,19,188.7368,1659,12,0.6315789,6,30.16667,58,9
186,3536,6464,1614,14,1922,33,88.45454,501,6,1.181818,17,36.29412,141,13
187,4481,5519,2698,9,1783,21,197.619,1705,6,0.952381,10,33.1,98,8
188,4008,5992,2460,9,1548,24,144.2917,1135,10,1.25,13,41.92308,164,8
189,3921,6079,2730,9,1191,21,162.7619,1477,6,1.238095,13,38.69231,132,8
190,4369,5631,2560,9,1809,19,217.0526,1354,15,1,10,24.5,41,8
191,3728,6272,2773,11,955,18,199.5,1806,12,0.7777778,7,19.57143,35,11
192,4128,5872,2114,11,2014,20,189.4,1474,16,0.75,7,48.57143,107,16
193,4233,5767,2302,9,1931,15,266.1333,1938,6,0.7333333,5,48.2,91,28
194,3558,6442,2603,11,955,23,138.3478,890,4,0.9565217,11,34.18182,95,8
195,3895,6105,989,11,2906,17,220.1176,947,6,0.5882353,5,30.6,43,16
196,3801,6199,2748,8,1053,19,180.3158,1094,11,1,9,41.66667,123,8
197,4087,5913,2719,11,1368,20,182.35,2248,6,0.9,9,48.88889,78,19
198,3860,6140,2066,12,1794,23,151.8696,1036,1,0.9565217,11,33.36364,73,4
199,4171,5829,3820,8,351,15,269.8,1305,12,0.9333333,7,17.71428,31,8
200,4887,5113,3051,4,1836,15,305,1923,16,1.4,10,31.2,60,12
201,3304,6696,748,16,2556,27,108.5556,412,6,0.6666667,9,41.44444,121,5
202,3846,6154,3032,9,814,24,142.25,701,11,1.166667,13,33.23077,77,13
203,4225,5775,3759,7,466,20,193.9,1012,6,1.3,13,26.69231,123,8
204,4088,5912,1764,7,2324,16,236.0625,1036,5,1.0625,8,38.875,72,8
205,4520,5480,2877,10,1643,13,340.9231,2678,19,0.4615385,3,29.33333,52,13
206,4501,5499,2560,4,1941,18,222.1111,1018,6,1.666667,15,33.53333,101,4
207,3925,6075,1908,11,2017,19,196.1053,1348,11,0.7368421,7,28.42857,63,11
208,4120,5880,3912,3,208,10,384.4,2123,15,1.7,8,34.5,88,8
209,5401,4599,5162,3,239,11,459.0909,4114,6,1.818182,10,35.1,100,8
210,4299,5701,2769,9,1530,16,262.125,2143,6,0.6875,6,17.5,31,5
211,3723,6277,1707,8,2016,14,256.7857,1623,8,0.6428571,5,25.6,38,8
212,3626,6374,2067,11,1559,20,169.5,1828,6,0.8,8,29.5,73,8
213,3764,6236,2231,16,1533,26,135.6154,1115,1,0.6538461,9,26.44444,49,8
214,4379,5621,2694,10,1685,23,168.5217,1394,6,1.130435,13,38.69231,125,4
215,3296,6704,2233,10,1063,22,133.3182,1016,9,1.045455,12,30.25,71,4
216,3548,6452,938,15,2610,24,135.3333,622,7,0.8333333,10,30,63,11
217,3890,6110,3480,6,410,18,202.7222,1319,12,1.388889,13,18.53846,44,5
218,2941,7059,1602,13,1339,19,140.0526,671,8,0.5789474,5,56,130,13
219,3479,6521,1829,9,1650,19,170.6316,847,12,0.9473684,9,26.33333,47,16
220,4302,5698,4090,3,212,15,262.7333,805,6,1.866667,13,27.76923,64,8
221,3790,6210,1932,10,1858,21,155.3333,694,6,1.047619,9,58.66667,209,22
222,4099,5901,2081,12,2018,18,222.1111,1843,4,0.5,4,25.25,56,13
223,3922,6078,1554,7,2368,20,168.2,373,17,1.2,12,46.5,101,4
224,4027,5973,2700,11,1327,25,147.52,770,6,1.2,15,22.6,49,8
225,4039,5961,1746,12,2293,23,161.913,1098,11,1.086957,12,26.25,61,7
226,3606,6394,3085,9,521,18,183,864,6,0.9444444,7,44.57143,153,16
227,3841,6159,2155,12,1686,23,152.0435,1060,6,0.7391304,7,49.14286,99,15
228,3696,6304,2673,11,1023,26,123.6538,733,6,1.076923,13,37,110,8
229,4632,5368,4125,8,507,13,344.6154,1843,12,0.7692308,5,30.4,42,21
230,3973,6027,2785,7,1188,17,210.4118,981,12,1.352941,12,33,65,8
231,4148,5852,3926,6,222,18,215.7778,1458,12,1.111111,10,26.4,104,4
232,3593,6407,3145,14,448,25,128.32,765,1,0.84,11,35,74,4
233,3103,6897,1285,19,1818,26,111.8077,811,6,0.5384616,7,28,62,13
234,2801,7199,715,21,2086,23,120.5652,715,12,0.08695652,1,28,28,28
235,3719,6281,2741,14,978,21,172.381,1487,12,0.5238096,6,16.5,36,8
236,3756,6244,1912,12,1844,19,178.6316,1297,6,0.6315789,6,60.33333,95,8
237,4071,5929,1501,9,2570,19,195.6842,1177,14,0.8947368,9,39.22222,77,4
238,3456,6544,1750,15,1706,31,91.96774,1176,6,0.8709677,12,50.41667,132,16
239,3825,6175,1696,9,2129,26,131.5385,568,14,1.115385,15,27,42,8
240,3621,6379,1771,13,1850,21,162.0952,1666,6,0.6190476,6,36.16667,73,16
241,4654,5346,3491,8,1163,15,293,2084,1,1.2,10,25.9,47,11
242,4081,5919,3593,10,488,21,176.0476,1105,1,1.047619,10,38.4,56,22
243,4619,5381,3769,7,850,19,224.5263,1039,6,1.210526,12,29.41667,57,8
244,3511,6489,1328,12,2183,21,154.0952,505,6,0.7142857,8,34.375,109,4
245,4895,5105,4402,3,493,11,415.8182,2832,20,1.545455,8,40.125,82,13
246,4694,5306,2863,8,1831,16,276,1484,12,1.25,10,27.8,73,4
247,3762,6238,1995,12,1767,23,145.913,1152,6,0.9565217,10,40.6,113,13
248,4006,5994,1275,9,2731,14,278.0714,1117,20,0.5714286,4,28.25,49,16
249,3806,6194,1929,8,1877,16,223.125,788,1,0.875,8,29.5,58,4
250,3832,6168,2289,12,1543,18,201.9444,1295,12,0.6666667,6,32.83333,72,12
251,4638,5362,4294,2,344,13,337.7692,1276,6,1.461538,10,24.7,75,8
252,3515,6485,852,14,2663,24,131.5417,534,1,0.7916667,10,35.8,136,8
253,3861,6139,2705,11,1156,20,179.3,970,3,0.95,9,30.55556,80,13
254,3694,6306,1944,12,1750,24,132.625,543,6,1.083333,12,42.58333,107,6
255,3623,6377,2053,10,1570,21,158.8095,693,12,0.8571429,9,32,84,5
256,3643,6357,2498,10,1145,21,160.1905,619,6,0.9047619,9,31,76,8
257,4346,5654,2587,12,1759,20,209.35,1655,9,0.75,8,19.875,41,4
258,3835,6165,1933,9,1902,18,198.6667,1445,13,1.388889,12,21.58333,54,12
259,4334,5666,3408,10,926,18,228.5556,1429,6,0.7777778,6,36.66667,98,13
260,4236,5764,1262,13,2974,29,127,810,1,1,15,36.86666,93,8
261,3695,6305,1897,13,1798,20,175,949,3,0.65,6,32.5,62,13
262,3611,6389,2672,16,939,29,111.6552,884,6,0.8275862,12,31.08333,88,8
263,3717,6283,2911,8,806,17,199.4118,963,6,1.176471,10,32.7,77,4
264,3838,6162,1473,9,2365,23,150.2609,840,6,1.173913,13,29.38461,55,12
265,4087,5913,2832,10,1255,21,170.3333,1034,6,1.095238,11,46.36364,92,8
266,3885,6115,1899,8,1986,20,176.35,834,12,1.25,13,27.53846,53,4
267,4425,5575,3001,8,1424,20,205.1,1822,6,1.25,12,26.91667,51,8
268,3405,6595,2366,10,1039,21,143.381,674,12,1.047619,11,35.81818,123,8
269,3998,6002,2654,8,1344,25,143.04,637,6,1.16,14,30.14286,66,4
270,4412,5588,2234,9,2178,21,194.619,698,6,1,10,32.5,72,8
271,3889,6111,3180,9,709,22,157.2273,876,6,1.227273,11,39.09091,140,11
272,4413,5587,2139,9,2274,23,178.3913,1054,6,1.130435,14,22.14286,66,4
273,4530,5470,3959,7,571,14,304.1429,2021,7,1.142857,8,34,64,20
274,4800,5200,2702,7,2098,15,307.0667,1534,1,1.4,11,17.63636,31,4
275,4071,5929,2013,13,2058,22,171.9545,911,6,0.8181818,8,36,84,17
276,4014,5986,2248,10,1766,20,190.3,1384,6,0.8,7,29.71428,42,13
277,3777,6223,2585,10,1192,21,160.7619,688,11,0.952381,10,40.1,127,5
278,4370,5630,1983,17,2387,19,229.1579,1983,23,0.1052632,1,16,16,16
279,3844,6156,3524,8,320,25,132.68,618,9,1.28,15,35.13334,140,8
280,4312,5688,3966,7,346,17,235.1765,2179,10,1.117647,10,31.4,67,8
281,4154,5846,1924,12,2230,25,153.48,510,11,0.88,11,28.81818,74,8
282,3569,6431,1050,18,2519,25,137.6,588,12,0.48,6,21.5,42,10
283,3437,6563,1861,12,1576,26,121,1316,8,0.8846154,11,26.45455,72,4
284,3356,6644,2041,10,1315,22,133.3182,599,9,1.045455,12,35.25,78,4
285,3873,6127,2759,9,1114,18,201.2222,959,6,1.111111,10,25.1,51,9
286,4162,5838,2426,6,1736,21,177.5238,1219,6,1.285714,13,33.38462,99,4
287,3355,6645,1245,11,2110,18,173.6111,657,12,0.7222222,6,38.33333,98,14
288,3698,6302,1213,13,2485,31,104.4516,638,6,1.032258,15,30.66667,60,4
289,4589,5411,2687,8,1902,20,211.35,1013,6,0.95,9,40.22222,66,4
290,3754,6246,2158,13,1596,21,160.6667,935,6,0.7619048,8,47.5,105,15
291,3008,6992,971,17,2037,26,98.88461,408,6,0.6923077,8,54.625,87,30
292,3532,6468,2275,13,1257,26,118.9615,1138,6,0.8076923,10,43.9,148,4
293,4019,5981,1588,12,2431,22,168.6818,1138,1,0.8181818,8,38.5,80,16
294,4136,5864,3159,11,977,25,147.64,1154,6,0.96,13,34.23077,59,6
295,4135,5865,2321,8,1814,20,182.7,690,12,1.15,11,43.72727,178,8
296,4010,5990,3111,3,899,14,245.1429,965,6,1.857143,13,44.46154,122,12
297,4402,5598,4112,3,290,11,362.9091,1827,6,1.454545,8,51.25,187,10
298,3786,6214,1409,9,2377,14,247.6429,1291,8,0.5714286,4,79.75,107,54
299,4551,5449,2809,8,1742,16,267.3125,1052,12,0.8125,7,39.14286,70,8
300,3279,6721,1578,13,1701,25,118.2,556,11,1.04,13,24.92308,69,10
301,3558,6442,1780,13,1778,22,147.1818,1031,6,0.8181818,9,35.55556,104,11
302,4253,5747,3449,8,804,20,191.6,1750,6,0.95,8,52.625,151,6
303,4193,5807,2379,10,1814,25,149.12,1350,6,1.24,16,29.0625,66,4
304,4717,5283,3756,6,961,19,222.8947,1398,8,1.473684,13,37.07692,129,6
305,4359,5641,3749,9,610,19,214.6316,3019,6,1,8,35.125,92,13
306,3732,6268,1668,12,2064,24,141.4583,766,1,0.7916667,9,37.44444,78,4
307,4270,5730,1626,9,2644,15,273.9333,896,12,0.7333333,6,26.83333,57,8
308,4319,5681,3509,10,810,19,213.0526,1546,12,1.157895,11,24.63636,57,13
309,3450,6550,1155,13,2295,18,187.8333,1013,16,0.3888889,4,17.25,29,4
310,4965,5035,4245,4,720,12,393.6667,1905,6,1.083333,6,40.16667,79,22
311,3791,6209,1420,13,2371,22,160.8182,723,6,0.6818182,6,42.16667,73,8
312,4455,5545,3321,7,1134,11,396,3321,3,0.4545455,3,33,72,8
313,4025,5975,3490,10,535,15,258,2132,1,0.4666667,3,51.66667,67,29
314,4245,5755,2959,9,1286,18,216.3889,1447,6,0.7222222,7,50,150,4
315,5277,4723,3832,3,1445,7,733.8571,2781,46,1.714286,6,23.33333,35,11
316,3787,6213,778,12,3009,25,136.32,502,10,1.04,13,29.15385,84,3
317,3415,6585,1438,16,1977,27,115.6667,453,13,0.7407407,10,29.2,50,5
318,4578,5422,2406,7,2172,20,210.95,1598,6,1.35,14,25.64286,77,8
319,4374,5626,1493,8,2881,16,256.6875,1342,1,0.9375,7,38.14286,73,14
320,3644,6356,2079,9,1565,19,176.1053,738,12,0.8947368,9,33.11111,65,17
321,4405,5595,3236,6,1169,19,216.3684,1288,6,1.052632,10,29.4,64,8
322,4013,5987,2116,9,1897,23,161.9565,664,6,1,12,24,54,4
323,3826,6174,2761,7,1065,18,177.8889,1304,12,1.111111,10,62.4,145,9
324,3413,6587,2910,10,503,20,149.85,892,6,1,10,41.6,75,11
325,3620,6380,2381,9,1239,21,159.9524,1758,6,1.047619,10,26.1,82,8
326,3305,6695,1792,15,1513,21,144.9048,1011,6,0.4285714,5,52.4,151,8
327,3698,6302,1552,12,2146,20,169.85,1077,8,0.7,7,43,69,27
