Level ID, Passable Space, Impassable Space, Playble Space Size, Unreachable Space Count, Unreachable Space Size,Room Count, Average Room Size, Biggest Room Size, Smallest Room Size, Decisions Per Room,Corridor Count, Average Corridor Size, Biggest Corridor Size, Smallest Corridor Size
11543,4045,5955,3486,11,559,22,161.5455,776,16,1.181818,13,37.76923,104,13
11544,3488,6512,1764,15,1724,19,178.1579,1515,6,0.3157895,3,34.33333,38,32
11545,4262,5738,2115,9,2147,20,193.15,930,6,1.1,11,36.27273,72,8
11546,3876,6124,2087,14,1789,25,141.2,1189,6,0.8,10,34.6,89,8
11547,4738,5262,4448,3,290,16,259,1267,7,1.6875,12,49.5,111,18
11548,4017,5983,1311,12,2706,21,179.0476,1021,8,0.7619048,8,32.125,98,13
11549,3461,6539,1365,17,2096,26,123.1923,1365,1,0.6538461,8,32.25,57,20
11550,3084,6916,697,17,2387,27,99.62963,573,6,0.6296296,8,49.25,164,16
11551,3909,6091,2017,13,1892,19,196.6842,1805,1,0.5789474,5,34.4,80,17
11552,4035,5965,3460,6,575,17,217.7647,1677,1,1.352941,11,30.27273,61,8
11553,4800,5200,3685,7,1115,15,298.1333,3051,6,0.9333333,6,54.66667,174,20
11554,3887,6113,1235,11,2652,23,148.0435,841,6,1.043478,13,37.07692,75,8
11555,3955,6045,2342,6,1613,18,192.0556,1490,6,1.222222,10,49.8,89,13
11556,4136,5864,1956,10,2180,25,144.64,826,17,1.12,14,37.14286,90,4
11557,4648,5352,4221,5,427,15,292.8667,1566,14,1.2,8,31.875,60,13
11558,3738,6262,1653,13,2085,22,157,772,9,0.8181818,9,31.55556,96,13
11559,3860,6140,3123,10,737,25,131.56,2028,6,1.12,14,40.78571,67,4
11560,4423,5577,2149,11,2274,17,253.9412,1020,6,0.5294118,4,26.5,43,8
11561,3804,6196,2047,10,1757,20,175.05,1469,1,0.85,9,33.66667,64,4
11562,3750,6250,2475,10,1275,20,165.5,1524,6,0.9,9,48.88889,136,15
11563,4455,5545,2220,6,2235,18,230.1667,1151,6,1.222222,11,28.36364,84,8
11564,4450,5550,3094,11,1356,17,238.4706,1739,6,0.7058824,6,66,201,12
11565,4090,5910,2610,9,1480,19,196.3158,1805,6,0.9473684,9,40,72,13
11566,4233,5767,2871,11,1362,27,142.6667,801,6,1.074074,14,27.21428,44,4
11567,3606,6394,2554,7,1052,18,183,1130,14,1.111111,10,31.2,57,8
11568,4720,5280,2425,11,2295,20,224.15,1707,6,0.95,9,26.33333,61,6
11569,3389,6611,1956,17,1433,23,137.9565,1721,12,0.5217391,6,36,77,8
11570,3523,6477,3380,7,143,22,141.6818,1005,6,1.318182,13,31.23077,73,8
11571,3935,6065,1827,10,2108,24,150.0417,579,6,1.041667,12,27.83333,62,6
11572,3655,6345,1559,13,2096,24,139.9583,691,6,0.8333333,10,29.6,62,7
11573,3893,6107,2645,5,1248,17,200.1176,1391,6,1.411765,12,40.91667,87,13
11574,4279,5721,2748,8,1531,18,205.0556,1822,4,1.111111,9,65.33334,273,14
11575,3996,6004,2354,8,1642,23,152.3044,982,6,1.26087,14,35.21429,121,8
11576,4262,5738,1815,10,2447,19,211.8947,1007,6,0.9473684,9,26.22222,51,6
11577,4461,5539,3975,4,486,20,202.1,1433,8,1.6,15,27.93333,44,12
11578,4286,5714,2733,11,1553,17,238.4118,1937,8,0.7647059,6,38.83333,92,16
11579,3285,6715,1833,18,1452,27,109.8889,837,6,0.5185185,7,45.42857,82,8
11580,4036,5964,1823,5,2213,15,245.3333,1030,6,1.2,9,39.55556,140,9
11581,3806,6194,2434,10,1372,19,180.7895,1051,16,0.8421053,8,46.375,82,13
11582,3206,6794,644,17,2562,29,93.68965,334,6,0.7241379,11,44.45454,170,8
11583,5108,4892,4611,6,497,17,274.1765,2321,10,2.176471,18,24.83333,56,8
11584,3471,6529,1775,14,1696,22,144.7727,911,6,0.6363636,7,40.85714,69,27
11585,4509,5491,2914,9,1595,21,200.0476,1370,5,1.238095,13,23.69231,52,8
11586,3763,6237,2240,10,1523,17,212.8235,1754,6,0.5882353,5,29,54,8
11587,4036,5964,2119,11,1917,21,172.7619,1028,6,0.952381,9,45.33333,183,12
11588,4605,5395,1750,9,2855,21,208.8095,1172,6,1.142857,12,18.33333,51,8
11589,4381,5619,4100,5,281,15,281.2667,1746,6,1.266667,10,16.2,29,4
11590,4598,5402,4405,5,193,13,333.0769,1930,6,1.076923,7,38.28571,56,15
11591,3795,6205,2222,10,1573,15,237.2667,2013,15,0.6666667,5,47.2,102,8
11592,3943,6057,1380,11,2563,19,188.3684,1022,6,1,10,36.4,73,8
11593,2860,7140,1153,13,1707,27,88.11111,430,1,0.9259259,11,43.72727,85,8
11594,4620,5380,3646,6,974,14,313.9286,3149,6,1,7,32.14286,81,8
11595,4171,5829,3592,4,579,20,189.25,1029,6,1.7,17,22.70588,59,8
11596,4215,5785,2317,8,1898,20,191.05,1062,12,1.05,11,35.81818,74,8
11597,3308,6692,1222,15,2086,23,133.5217,701,6,0.6521739,7,33.85714,58,16
11598,3842,6158,1665,9,2177,18,197.1667,1550,6,0.7777778,6,48.83333,110,13
11599,4183,5817,3901,5,282,15,259.8,1127,6,1.6,12,23.83333,37,7
11600,3632,6368,1569,15,2063,22,155.5,1203,6,0.5909091,6,35.16667,115,10
11601,4109,5891,1898,7,2211,15,262,1244,20,0.9333333,7,25.57143,44,8
11602,4506,5494,3927,6,579,15,274.1333,2821,15,1.066667,8,49.25,127,8
11603,3608,6392,1265,14,2343,22,150.4091,741,10,0.6363636,7,42.71429,78,12
11604,4129,5871,1470,10,2659,21,181.6667,1250,10,1.047619,11,28.54545,44,13
11605,3847,6153,2132,9,1715,23,144.4783,1092,9,1.130435,13,40.30769,80,9
11606,3896,6104,1447,11,2449,23,153.6087,1027,6,0.8695652,8,45.375,114,11
11607,4069,5931,2186,6,1883,22,172.1364,1168,9,1.272727,14,20.14286,49,5
11608,4141,5859,957,10,3184,14,284.6429,957,12,0.4285714,3,52,97,22
11609,4888,5112,4250,4,638,16,276,1047,8,1.6875,13,36.30769,73,8
11610,3840,6160,3514,9,326,18,198,1046,6,0.9444444,8,34.5,71,8
11611,4229,5771,2415,10,1814,16,252.5,1980,12,0.625,5,37.8,88,13
11612,4182,5818,3634,5,548,16,232.5625,1434,6,1.3125,10,46.1,122,19
11613,3617,6383,2718,8,899,16,209.625,1712,14,1.0625,9,29.22222,57,8
11614,4159,5841,2165,12,1994,20,192,1386,6,0.65,6,53.16667,104,21
11615,4030,5970,2985,8,1045,19,194.1053,834,6,1.157895,10,34.2,63,13
11616,4168,5832,3272,9,896,18,204.9444,1149,1,1,9,53.22222,139,8
11617,4362,5638,4080,4,282,10,421.2,2410,19,0.9,5,30,74,8
11618,3945,6055,2534,8,1411,18,201.8333,905,12,0.9444444,9,34.66667,73,8
11619,3946,6054,1314,12,2632,24,151.4167,1139,12,0.8333333,10,31.2,78,8
11620,4671,5329,3948,6,723,10,446.5,3522,15,0.7,3,68.66666,113,20
11621,3837,6163,1688,13,2149,24,142.625,673,6,0.8333333,9,46,70,13
11622,4076,5924,3415,11,661,22,168.1364,1342,3,1.136364,13,29,67,6
11623,3850,6150,840,16,3010,21,180,816,1,0.3809524,4,17.5,28,13
11624,4160,5840,3243,8,917,22,164.5,1215,6,1.5,17,31.82353,85,4
11625,3306,6694,1930,13,1376,22,138.5,990,12,0.6363636,7,37,76,8
11626,4663,5337,3444,8,1219,21,206.2857,1250,12,1.238095,12,27.58333,54,11
11627,2806,7194,1162,13,1644,22,117.1364,604,6,0.6363636,7,32.71429,55,4
11628,3870,6130,1815,13,2055,28,122.1071,986,1,1.107143,15,30.06667,78,7
11629,3688,6312,2960,11,728,20,166.95,1047,12,0.75,7,49.85714,135,12
11630,4363,5637,3967,4,396,18,215,1051,6,1.666667,14,35.21429,83,12
11631,3579,6421,2538,11,1041,15,228.9333,1665,1,0.5333334,4,36.25,43,28
11632,4434,5566,4152,7,282,24,166.9583,1800,8,1.333333,16,26.6875,133,8
11633,4750,5250,4279,6,471,14,307.5,2019,10,1.285714,8,55.625,126,12
11634,2766,7234,1385,17,1381,23,101.4348,548,12,0.5217391,6,72.16666,237,18
11635,3079,6921,1086,15,1993,21,139.1429,1013,1,0.4285714,5,31.4,52,4
11636,3919,6081,2559,12,1360,21,166.1905,868,1,0.952381,10,42.9,128,13
11637,3833,6167,1045,10,2788,22,150.7727,669,1,1.045455,11,46.90909,134,13
11638,3719,6281,1995,11,1724,22,157,1401,1,0.9090909,9,29.44444,56,13
11639,3235,6765,1620,11,1615,25,108.84,380,6,1.08,13,39.53846,79,4
11640,5309,4691,4769,6,540,14,353.5714,2197,8,1.428571,9,39.88889,87,16
11641,4161,5839,3037,7,1124,15,261.2667,1319,12,1.333333,9,26.88889,44,12
11642,3498,6502,1378,14,2120,22,149.6364,822,11,0.7272727,8,25.75,56,9
11643,4455,5545,2545,10,1910,19,219.8421,1473,12,0.9473684,9,30.88889,69,10
11644,3451,6549,775,15,2676,22,141.0455,775,6,0.5454546,6,58,135,21
11645,4135,5865,1967,6,2168,15,256.8,1354,12,1.2,9,31.44444,62,11
11646,3282,6718,901,11,2381,15,212.1333,901,19,0.4,3,33.33333,55,22
11647,4134,5866,2107,10,2027,21,177.619,625,12,0.952381,11,36.72727,90,8
11648,3023,6977,592,16,2431,23,124.7826,546,9,0.4782609,5,30.6,59,9
11649,4885,5115,2525,6,2360,13,364.2308,1102,23,1.230769,8,18.75,32,8
11650,4481,5519,3600,6,881,14,299.7857,1937,12,1.285714,9,31.55556,90,11
11651,4027,5973,2656,11,1371,17,228.8824,1330,6,0.8235294,7,19.42857,27,8
11652,3986,6014,1416,9,2570,21,168.1905,716,7,1.333333,14,32.42857,70,11
11653,3471,6529,1230,10,2241,20,157.75,750,12,0.9,9,35.11111,88,4
11654,3535,6465,1543,13,1992,19,178.1579,754,12,0.4736842,4,37.5,54,22
11655,3858,6142,2779,14,1079,24,148.9167,2017,6,0.8333333,9,31.55556,63,11
11656,3146,6854,1189,14,1957,23,123.2174,1038,6,0.6521739,8,39,140,8
11657,4454,5546,4006,5,448,16,252.875,1016,9,1.4375,12,34,93,4
11658,3978,6022,3018,12,960,20,188.4,1139,1,0.8,8,26.25,59,12
11659,4889,5111,3890,5,999,15,305.3333,1275,10,1.4,11,28.09091,62,8
11660,4213,5787,2557,4,1656,19,191.6316,1085,6,1.315789,13,44,112,8
11661,4045,5955,3439,4,606,15,242.2667,993,30,1.466667,11,37.36364,89,11
11662,3297,6703,620,16,2677,23,130.8696,620,10,0.6086956,7,41,102,17
11663,4203,5797,3058,11,1145,23,167.7391,1248,6,0.7826087,10,34.5,82,4
11664,4274,5726,2865,7,1409,16,251.625,1679,11,1.125,9,27.55556,67,6
11665,3601,6399,2079,10,1522,23,141.8696,878,6,1.043478,11,30.72727,44,13
11666,4470,5530,3754,6,716,14,298.7857,2078,6,1.142857,8,35.875,81,14
11667,4402,5598,2045,5,2357,18,221.2222,1641,16,1.388889,12,35,116,13
11668,4549,5451,4018,7,531,19,214.9474,1977,12,1.368421,14,33.21429,95,8
11669,4365,5635,3155,7,1210,18,220.1111,1614,11,1.166667,10,40.3,73,13
11670,4784,5216,3319,4,1465,13,347.3077,2396,21,1.461538,9,29.88889,71,12
11671,3812,6188,1969,13,1843,25,138.64,609,7,1,13,26.61539,70,8
11672,3788,6212,1634,13,2154,26,124.0385,772,9,1.307692,18,31.27778,76,6
11673,3851,6149,1411,13,2440,21,168.4762,1411,12,0.6666667,7,44.71429,88,14
11674,3918,6082,2012,13,1906,22,164.5909,744,12,0.8636364,9,33,86,8
11675,3952,6048,1998,9,1954,25,144.72,762,1,1.04,13,25.69231,73,8
11676,2587,7413,613,15,1974,26,86,280,1,0.7307692,9,39,79,12
11677,4612,5388,2857,8,1755,19,228.2105,2624,6,1,9,30.66667,79,8
11678,4871,5129,4066,11,805,16,298.8125,3584,12,0.625,5,18,25,10
11679,4271,5729,1775,8,2496,15,274.8667,1054,20,0.8666667,7,21.14286,39,8
11680,3955,6045,2969,5,986,19,177.9474,563,6,1.526316,14,41,120,7
11681,4754,5246,3718,5,1036,12,385.9167,2895,13,1.166667,6,20.5,28,8
11682,4830,5170,4637,5,193,17,256.4706,1355,16,1.411765,12,39.16667,77,10
11683,4256,5744,1988,7,2268,14,289.1429,1486,15,1.142857,8,26,39,14
11684,3182,6818,1341,13,1841,22,131.5,701,12,0.7272727,8,36.125,95,12
11685,4357,5643,3740,8,617,20,193.25,1522,6,1.2,12,41,103,8
11686,3761,6239,1297,13,2464,23,145.087,556,6,0.6521739,8,53,116,8
11687,4969,5031,3825,9,1144,19,245.1579,1742,12,1.105263,11,28.27273,109,4
11688,4117,5883,2594,12,1523,22,175.6818,2058,6,1,11,22.90909,32,8
11689,4114,5886,2435,16,1679,23,168.6956,1921,8,0.4347826,6,39,79,8
11690,4050,5950,1756,11,2294,16,241,1402,19,0.5,4,48.5,93,24
11691,4338,5662,3298,9,1040,16,263.125,2379,11,0.875,7,18.28572,41,6
11692,4127,5873,2266,11,1861,15,266.2667,2085,7,0.4,3,44.33333,58,37
11693,5500,4500,5431,3,69,9,586.4445,4559,1,1.222222,6,37,61,8
11694,4569,5431,4144,5,425,17,245,3177,6,1.176471,10,40.4,162,6
11695,4376,5624,2913,8,1463,20,202,1534,8,1.1,11,30.54545,66,8
11696,3928,6072,2546,10,1382,26,134.3077,1228,6,1.115385,13,33.53846,86,13
11697,4358,5642,4110,3,248,13,305.3846,1185,15,1.692308,11,35.27273,70,6
11698,4985,5015,4651,6,334,14,339.4286,3023,12,1.142857,8,29.125,70,13
11699,4356,5644,4154,5,202,23,163.5217,668,6,1.695652,18,33.05556,97,10
11700,3699,6301,2019,6,1680,19,174.6842,943,6,1.526316,14,27.14286,72,9
11701,4293,5707,3077,7,1216,17,236.2353,1454,9,1.411765,12,23.08333,84,6
11702,4301,5699,3214,8,1087,15,270.6,1029,12,1,8,30.25,87,4
11703,3862,6138,1511,6,2351,22,148.0455,529,6,1.363636,14,43.21429,102,12
11704,3464,6536,1541,11,1923,22,143.5,757,6,1,11,27.90909,62,8
11705,4911,5089,4119,5,792,17,274.7059,2489,6,1.176471,10,24.1,90,8
11706,3661,6339,2201,10,1460,20,168.3,1140,12,1,10,29.5,50,8
11707,4058,5942,3614,7,444,18,207.3889,711,16,1.444444,14,23.21428,57,8
11708,3928,6072,2226,14,1702,25,143.12,826,9,0.84,10,35,65,12
11709,4740,5260,4646,4,94,16,275.5625,1661,12,1.4375,12,27.58333,80,4
11710,4818,5182,4369,4,449,15,295.4667,2640,6,1.466667,11,35.09091,70,8
11711,4156,5844,2747,13,1409,19,211.6316,2169,1,0.5263158,5,27,52,13
11712,3086,6914,1805,17,1281,24,117.4167,667,6,0.5416667,6,44.66667,106,12
11713,3716,6284,3164,9,552,21,166.0476,970,6,0.8571429,11,20.81818,41,8
11714,4532,5468,2407,8,2125,21,194.9524,1224,6,1.142857,12,36.5,96,4
11715,4012,5988,3303,10,709,21,169.9524,847,14,1.285714,13,34.07692,73,9
11716,3802,6198,1248,16,2554,27,120.9259,841,6,0.7037037,9,59.66667,163,13
11717,4442,5558,3170,6,1272,21,185.5238,681,6,1.666667,17,32.11765,116,8
11718,4300,5700,1877,8,2423,21,185.1905,845,6,1.333333,14,29.35714,53,9
11719,4744,5256,3038,6,1706,14,319.2143,1998,8,1.142857,8,34.375,62,8
11720,4479,5521,3762,5,717,11,389.8182,2150,16,0.9090909,5,38.2,85,16
11721,3526,6474,2383,9,1143,20,157.65,1681,6,0.85,8,46.625,103,13
11722,4335,5665,2610,3,1725,12,337.8333,1029,60,1.083333,8,35.125,150,4
11723,4569,5431,2878,6,1691,8,560.375,2878,41,0.25,1,86,86,86
11724,4322,5678,3559,6,763,18,223.6667,2119,9,1.222222,10,29.6,61,8
11725,3942,6058,2903,12,1039,21,175.9524,1075,9,0.7619048,7,35.28571,72,11
11726,4602,5398,4316,4,286,9,489.6667,3047,12,1.333333,6,32.5,68,12
11727,4679,5321,3036,7,1643,15,288.3333,2186,11,1,7,50.57143,91,25
11728,3843,6157,3496,9,347,23,145.6087,1781,5,1.26087,15,32.93333,115,8
11729,4123,5877,3814,3,309,16,228.8125,1081,2,1.6875,12,38.5,99,13
11730,4173,5827,2423,9,1750,22,178.1818,1287,12,0.9090909,11,23,65,8
11731,3201,6799,1747,13,1454,25,112.72,766,4,0.76,9,42.55556,155,12
11732,4364,5636,2021,8,2343,17,228.3529,1013,6,1,9,53.55556,119,22
11733,3131,6869,1058,11,2073,17,175.3529,776,12,0.8235294,7,21.42857,39,13
11734,3844,6156,2665,11,1179,21,170.2381,2079,6,0.9047619,9,29.88889,59,11
11735,3655,6345,1661,13,1994,20,168.4,1661,6,0.55,5,57.4,124,8
11736,4717,5283,3703,11,1014,23,190.3913,1409,13,1.173913,13,26,52,8
11737,3692,6308,2034,12,1658,17,208,1286,8,0.4705882,4,39,41,37
11738,5060,4940,4572,2,488,19,251.2105,2228,6,1.421053,14,20.5,49,6
11739,3563,6437,2067,14,1496,25,131.2,1168,4,0.92,12,23.58333,47,4
11740,3802,6198,1272,10,2530,17,211.0588,791,11,0.7647059,7,30.57143,63,4
11741,3760,6240,2643,8,1117,20,160,701,6,1.25,13,43.07692,86,4
11742,4251,5749,2241,9,2010,12,342.1667,2241,13,0.3333333,2,72.5,92,53
11743,4737,5263,3707,8,1030,21,209.4286,1241,6,1.238095,13,26.07692,81,8
11744,3602,6398,1964,10,1638,18,183.8333,1157,12,0.7777778,7,41.85714,97,12
11745,5004,4996,3886,9,1118,17,276.1765,2866,1,0.9411765,8,38.625,70,8
11746,3437,6563,1121,13,2316,20,163.2,1095,24,0.6,6,28.83333,52,13
11747,4452,5548,2085,11,2367,16,269.875,1633,6,0.5,4,33.5,69,14
11748,3509,6491,2980,14,529,22,149.2727,2068,1,0.6363636,7,32.14286,71,13
11749,3610,6390,1993,14,1617,20,170.6,1394,8,0.5,5,39.6,73,14
11750,3780,6220,2452,10,1328,22,158.3636,1297,12,0.8181818,8,37,103,8
11751,4214,5786,2285,13,1929,21,187.1905,1404,7,0.952381,10,28.3,59,8
11752,3545,6455,888,13,2657,24,131.5,888,6,0.75,9,43.22222,119,4
11753,4622,5378,3869,5,753,17,257.4706,2884,6,1.176471,10,24.5,48,7
11754,3588,6412,935,16,2653,27,119.2963,650,11,0.8518519,11,33.36364,92,12
11755,4189,5811,2407,7,1782,15,256,996,8,1.2,9,38.77778,131,8
11756,3887,6113,1585,11,2302,25,138.08,924,12,1.2,15,29,58,8
11757,4401,5599,4207,5,194,19,209.7895,1334,6,1.526316,15,27.66667,121,6
11758,4477,5523,4046,5,431,18,228.9444,888,8,1.5,13,27.38461,68,8
11759,4349,5651,3167,8,1182,16,260.1875,2822,6,1,7,26.57143,47,11
11760,4016,5984,2911,8,1105,20,181.25,1590,10,1.3,13,30.07692,76,12
11761,4107,5893,3178,12,929,19,195.8421,1567,6,0.7368421,7,55.14286,175,9
11762,4615,5385,2576,8,2039,20,210.2,1238,12,1.25,13,31.61539,86,4
11763,3642,6358,3207,9,435,21,154.9048,873,8,1.238095,14,27.78572,97,4
11764,4326,5674,3130,11,1196,25,156.84,1023,6,1.12,14,28.92857,71,8
11765,3834,6166,1692,6,2142,13,267.3846,1312,14,1.153846,8,44.75,151,8
11766,4007,5993,3075,9,932,12,329.1667,2698,53,0.5,3,19,23,17
11767,4137,5863,1495,7,2642,16,243.375,1141,6,0.9375,7,34.71429,78,8
11768,4473,5527,2346,10,2127,19,220.6842,1331,6,0.8947368,8,35,59,8
11769,4086,5914,1737,8,2349,20,180,1414,6,1.15,11,44.18182,89,13
11770,4461,5539,3705,8,756,21,185.7619,1191,4,1.095238,11,50.90909,229,8
11771,5008,4992,4712,4,296,16,293.125,2057,7,1.3125,11,28.90909,57,7
11772,3253,6747,1016,17,2237,22,141.8636,1016,4,0.3636364,4,33,45,20
11773,3368,6632,2398,14,970,24,130.8333,1032,12,0.7083333,9,25.33333,57,8
11774,3805,6195,2641,11,1164,19,190.9474,1687,6,0.8421053,8,22.125,42,12
11775,3783,6217,3073,12,710,24,141.25,2101,6,0.7916667,9,43.66667,107,4
11776,3422,6578,2384,7,1038,19,151.3684,1180,7,1.210526,11,49.63636,118,13
11777,4089,5911,3436,5,653,19,189.7368,1846,6,1.368421,12,40.33333,156,13
11778,4781,5219,2104,12,2677,20,224.5,2025,1,1.2,12,24.25,40,17
11779,3795,6205,3000,9,795,21,159.2857,1053,6,1.142857,12,37.5,79,4
11780,4070,5930,2113,9,1957,23,158.087,1710,6,1.173913,12,36.16667,89,13
11781,5151,4849,4926,5,225,21,224.381,1542,10,1.52381,16,27.4375,58,8
11782,3784,6216,2087,10,1697,27,123.1111,904,6,1.148148,14,32.85714,80,6
11783,3763,6237,1342,11,2421,16,225.8125,1143,12,0.625,5,30,54,12
11784,4736,5264,4422,4,314,8,571.875,3320,7,1.25,5,32.2,57,14
11785,3525,6475,1749,15,1776,24,137.875,663,12,0.7083333,9,24,57,8
11786,3924,6076,2079,9,1845,20,179.2,715,12,1,10,34,69,4
11787,4208,5792,2184,8,2024,17,224.7647,1205,1,1.117647,10,38.7,83,11
11788,3364,6636,1197,14,2167,21,146.619,1125,1,0.5714286,6,47.5,68,19
11789,4249,5751,3299,13,950,19,215.1053,2514,4,0.6842105,7,23.14286,44,4
11790,3326,6674,804,13,2522,25,119.12,503,5,1,13,26.76923,48,8
11791,4420,5580,3301,5,1119,17,241.2941,1117,6,1.235294,10,31.8,84,13
11792,4410,5590,3579,10,831,16,261.125,3189,6,0.8125,6,38.66667,116,8
11793,4025,5975,2103,9,1922,21,173.7619,1484,8,1.047619,11,34.18182,149,4
11794,4100,5900,3057,9,1043,18,213.5,1497,6,1,9,28.55556,82,11
11795,4190,5810,3282,8,908,17,211.7647,1096,6,1.176471,10,59,212,8
11796,4211,5789,2956,5,1255,12,334.0833,2352,20,1,6,33.66667,57,19
11797,4961,5039,4616,4,345,10,475.7,2347,6,1.2,5,40.8,109,8
11798,4374,5626,3752,8,622,21,192.9524,976,12,1.190476,12,26.83333,51,12
11799,3534,6466,1479,16,2055,26,123.4615,552,6,0.7307692,9,36,57,9
11800,3052,6948,2450,13,602,26,96.26923,868,6,0.8461539,11,49.90909,85,6
11801,4147,5853,1897,8,2250,18,215.6111,1795,14,1,9,29.55556,77,4
11802,3838,6162,1578,10,2260,19,181.3158,1578,6,1,10,39.3,114,4
11803,3995,6005,3024,11,971,16,239.9375,2666,6,0.5625,4,39,53,24
11804,3841,6159,1823,10,2018,17,218,1420,16,0.7058824,6,22.5,37,12
11805,4555,5445,2972,7,1583,19,226.1579,2110,8,1.157895,11,23.45455,50,8
11806,4299,5701,2767,11,1532,18,230.8333,2331,12,0.7777778,7,20.57143,51,6
11807,4002,5998,1895,7,2107,13,287,1806,6,0.7692308,5,54.2,92,33
11808,2979,7021,2047,12,932,25,104.04,593,6,0.92,11,34.36364,84,8
11809,2579,7421,661,17,1918,23,102.3478,535,10,0.3913043,4,56.25,103,15
11810,3758,6242,1836,11,1922,17,209.8235,1533,12,0.6470588,6,31.83333,61,6
11811,4164,5836,2991,12,1173,19,208.4211,2386,8,0.7368421,7,29.14286,56,8
11812,3530,6470,1356,15,2174,31,100.2258,510,8,1.096774,16,26.4375,58,10
11813,3675,6325,1351,11,2324,22,147.2273,729,7,0.9090909,10,43.6,90,17
11814,3561,6439,2937,10,624,18,182.8333,1800,12,0.8333333,8,33.75,60,8
11815,3977,6023,2710,10,1267,21,172.2857,1161,6,0.952381,11,32.63636,119,4
11816,4263,5737,1745,9,2518,17,231.5294,1033,6,1,8,40.875,76,19
11817,4895,5105,3339,7,1556,20,223.2,2727,6,1.45,12,35.91667,108,9
11818,2576,7424,891,14,1685,20,120.25,448,6,0.45,4,42.75,74,16
11819,4701,5299,2087,8,2614,14,322.3571,1677,16,1.142857,8,23.5,62,8
11820,3631,6369,1527,16,2104,23,147.3913,1070,12,0.6086956,7,34.42857,55,10
11821,4804,5196,4045,6,759,19,225.5263,1825,5,1.421053,12,43.25,116,8
11822,3655,6345,1297,12,2358,21,157.9048,951,11,0.7142857,7,48.42857,142,8
11823,2913,7087,779,15,2134,21,131.1429,660,8,0.3809524,4,39.75,52,27
11824,3524,6476,1103,10,2421,20,162.85,567,12,1,10,26.7,39,13
11825,4220,5780,3494,13,726,22,180.4545,1406,12,1.136364,14,17.85714,54,4
11826,3814,6186,1880,12,1934,25,136.6,826,6,0.96,12,33.25,89,4
11827,4699,5301,2355,3,2344,15,288.8,1998,6,1.466667,10,36.7,61,8
11828,4138,5862,2028,8,2110,17,230.5882,1081,6,1,9,24.22222,53,8
11829,3003,6997,864,17,2139,25,108.44,719,12,0.56,7,41.71429,59,20
11830,4159,5841,2255,12,1904,26,143.8462,445,16,1.230769,17,24.64706,69,4
11831,3425,6575,2117,11,1308,18,180.5,1574,1,0.7222222,7,25.14286,55,4
11832,3803,6197,1794,9,2009,22,151.4091,807,6,1.272727,14,33.71429,72,8
11833,4031,5969,1693,8,2338,18,208.8333,1170,15,1.055556,9,30.22222,89,8
11834,3551,6449,2080,13,1471,23,144.2609,797,6,0.6521739,8,29.125,65,4
11835,3319,6681,1519,9,1800,19,156.2632,450,6,0.9473684,9,38.88889,64,10
11836,5085,4915,2799,4,2286,11,447.2727,2533,34,1.272727,7,23.57143,42,12
11837,3635,6365,1672,12,1963,19,184.7895,1615,17,0.6315789,6,20.66667,40,11
11838,4092,5908,3508,7,584,21,175.2381,877,6,1.380952,13,31.69231,59,11
11839,3989,6011,2839,8,1150,19,191.3158,965,1,1,9,39.33333,84,22
11840,3925,6075,2113,17,1812,22,172.5455,1718,12,0.3636364,4,32.25,45,17
11841,3080,6920,1307,12,1773,22,129.8182,898,7,0.6818182,8,28,54,8
11842,4594,5406,4079,6,515,17,258.4118,1501,6,1.235294,10,20.1,60,4
11843,3882,6118,1564,13,2318,21,175.4286,915,6,0.7142857,8,24.75,37,8
11844,4090,5910,3459,10,631,21,179.4762,2147,6,1.047619,11,29.18182,66,12
11845,4690,5310,1670,8,3020,18,241.4444,1334,6,0.8888889,7,49.14286,88,16
11846,4390,5610,2085,9,2305,17,245.2941,1423,1,0.8235294,7,31.42857,61,8
11847,3984,6016,1957,9,2027,21,168.4286,1089,6,0.952381,10,44.7,101,8
11848,3792,6208,2768,12,1024,20,173.4,595,12,0.9,9,36,126,11
11849,3236,6764,1182,13,2054,24,117.125,344,12,0.7916667,9,47.22222,105,12
11850,4423,5577,4244,4,179,25,151.68,1358,6,1.64,20,31.55,105,8
11851,4802,5198,3945,4,857,11,413.6364,3065,6,1.090909,6,42,99,10
11852,4082,5918,2770,17,1312,21,189.7143,2318,12,0.3333333,4,24.5,61,4
11853,4894,5106,4564,5,330,17,263,1976,6,1.235294,10,42.3,117,4
11854,3687,6313,843,11,2844,21,160.6667,713,9,0.952381,10,31.3,68,9
11855,3237,6763,1224,11,2013,27,104.5926,426,6,1.074074,15,27.53333,72,8
11856,4411,5589,2693,7,1718,23,174.2174,1221,6,1.391304,16,25.25,78,8
11857,4882,5118,4408,7,474,17,273.0588,3405,9,1,8,30,43,20
11858,4152,5848,2927,8,1225,17,216.3529,2051,12,0.9411765,7,67.71429,205,16
11859,4737,5263,3950,6,787,14,325.2857,2402,6,1,7,26.14286,45,8
11860,4717,5283,2667,4,2050,16,270,1254,6,1.375,11,36.09091,89,12
11861,4103,5897,1665,13,2438,18,222.5,1497,6,0.4444444,4,24.5,49,12
11862,3886,6114,1504,8,2382,22,155.8182,617,4,1.090909,12,38.16667,119,4
11863,4891,5109,4141,2,750,15,301.3333,2069,8,1.666667,11,33.72727,95,8
